rate_avg,photos_count,superhost,latitude,longitude,guests,bedrooms,beds,baths,min_nights,cleaning_fee,extra_guest_fee,num_reviews,rating_overall,rating_accuracy,rating_checkin,rating_cleanliness,rating_communication,rating_location,rating_value,Hotel_Occupancy_Percentage,Average_Daily_Rate,Revenue_Per_Available_Room,is_winter,is_spring,is_summer,is_fall,num_public_holidays,num_major_events,non_resident_visitors,month,is_april,is_august,is_february,is_july,is_june,is_march,is_may,is_november,is_october,is_september,has_free_parking,has_gym,has_pool,listing_type_Entire condo,listing_type_Entire condominium,listing_type_Entire guest suite,listing_type_Entire guesthouse,listing_type_Entire home,listing_type_Entire house,listing_type_Entire loft,listing_type_Entire place,listing_type_Entire rental unit,listing_type_Entire townhouse,listing_type_Private room,listing_type_Private room in bungalow,listing_type_Private room in condo,listing_type_Private room in cottage,listing_type_Private room in guest suite,listing_type_Private room in guesthouse,listing_type_Private room in home,listing_type_Private room in loft,listing_type_Private room in rental unit,listing_type_Private room in townhouse,room_type_private_room,cancellation_policy_Flexible,cancellation_policy_Limited,cancellation_policy_Moderate,cancellation_policy_Strict,cancellation_policy_Super Strict 30 Days,avg_temp
145.2,27,1,43.6454,-79.4045,1,1,1,0.0,2,0,9,753,4.9,4.9,5.0,4.9,5.0,5.0,4.8,0.8139,245.37,199.71,0,0,1,0,0,1,514456,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,19.47
146.0,27,1,43.6454,-79.4045,1,1,1,0.0,2,0,9,753,4.9,4.9,5.0,4.9,5.0,5.0,4.8,0.8318,246.97,205.43,0,0,1,0,1,0,584440,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,22.215
144.0,27,1,43.6454,-79.4045,1,1,1,0.0,2,0,9,753,4.9,4.9,5.0,4.9,5.0,5.0,4.8,0.861,258.37,222.46,0,0,1,0,1,3,480120,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,21.435000000000002
154.7,27,1,43.6454,-79.4045,1,1,1,0.0,2,0,9,753,4.9,4.9,5.0,4.9,5.0,5.0,4.8,0.8008,283.12,226.73,0,0,0,1,1,1,411833,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,17.47
139.0,27,1,43.6454,-79.4045,1,1,1,0.0,2,0,9,753,4.9,4.9,5.0,4.9,5.0,5.0,4.8,0.7933,270.71,214.76,0,0,0,1,1,0,381184,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10.535
142.2,27,1,43.6454,-79.4045,1,1,1,0.0,2,0,9,753,4.9,4.9,5.0,4.9,5.0,5.0,4.8,0.7303,253.67,185.26,0,0,0,1,1,0,259534,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4.164999999999999
153.4,27,1,43.6454,-79.4045,1,1,1,0.0,2,0,9,753,4.9,4.9,5.0,4.9,5.0,5.0,4.8,0.5968,207.67,123.94,1,0,0,0,2,1,346898,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1.11
58.8,24,0,43.7869,-79.2054,2,0,0,1.0,28,0,0,31,4.9,4.9,4.9,4.8,4.9,4.7,4.8,0.6638,204.04,135.44,1,0,0,0,1,0,197392,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.925
58.3,24,0,43.7869,-79.2054,2,0,0,1.0,28,0,0,31,4.9,4.9,4.9,4.8,4.9,4.7,4.8,0.6805,226.44,154.1,0,1,0,0,0,0,251406,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7699999999999998
59.4,24,0,43.7869,-79.2054,2,0,0,1.0,28,0,0,31,4.9,4.9,4.9,4.8,4.9,4.7,4.8,0.7364,223.71,164.75,0,1,0,0,1,0,322508,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.04
59.6,24,0,43.7869,-79.2054,2,0,0,1.0,28,0,0,31,4.9,4.9,4.9,4.8,4.9,4.7,4.8,0.7797,242.83,189.35,0,1,0,0,1,0,384863,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.889999999999999
59.3,24,0,43.7869,-79.2054,2,0,0,1.0,28,0,0,31,4.9,4.9,4.9,4.8,4.9,4.7,4.8,0.8139,245.37,199.71,0,0,1,0,0,1,514456,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.47
59.4,24,0,43.7869,-79.2054,2,0,0,1.0,28,0,0,31,4.9,4.9,4.9,4.8,4.9,4.7,4.8,0.8318,246.97,205.43,0,0,1,0,1,0,584440,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.215
60.1,24,0,43.7869,-79.2054,2,0,0,1.0,28,0,0,31,4.9,4.9,4.9,4.8,4.9,4.7,4.8,0.861,258.37,222.46,0,0,1,0,1,3,480120,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.435000000000002
57.6,24,0,43.7869,-79.2054,2,0,0,1.0,28,0,0,31,4.9,4.9,4.9,4.8,4.9,4.7,4.8,0.8008,283.12,226.73,0,0,0,1,1,1,411833,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.47
55.9,24,0,43.7869,-79.2054,2,0,0,1.0,28,0,0,31,4.9,4.9,4.9,4.8,4.9,4.7,4.8,0.7933,270.71,214.76,0,0,0,1,1,0,381184,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.535
56.5,24,0,43.7869,-79.2054,2,0,0,1.0,28,0,0,31,4.9,4.9,4.9,4.8,4.9,4.7,4.8,0.7303,253.67,185.26,0,0,0,1,1,0,259534,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.164999999999999
55.5,24,0,43.7869,-79.2054,2,0,0,1.0,28,0,0,31,4.9,4.9,4.9,4.8,4.9,4.7,4.8,0.5968,207.67,123.94,1,0,0,0,2,1,346898,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.11
92.4,17,1,43.6671,-79.4521,2,1,1,1.0,28,87,0,52,4.69,4.7,4.9,4.8,4.8,4.6,4.6,0.6638,204.04,135.44,1,0,0,0,1,0,197392,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-3.925
84.8,17,1,43.6671,-79.4521,2,1,1,1.0,28,87,0,52,4.69,4.7,4.9,4.8,4.8,4.6,4.6,0.6805,226.44,154.1,0,1,0,0,0,0,251406,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7699999999999998
83.6,17,1,43.6671,-79.4521,2,1,1,1.0,28,87,0,52,4.69,4.7,4.9,4.8,4.8,4.6,4.6,0.7364,223.71,164.75,0,1,0,0,1,0,322508,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.04
84.7,17,1,43.6671,-79.4521,2,1,1,1.0,28,87,0,52,4.69,4.7,4.9,4.8,4.8,4.6,4.6,0.7797,242.83,189.35,0,1,0,0,1,0,384863,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.889999999999999
81.4,17,1,43.6671,-79.4521,2,1,1,1.0,28,87,0,52,4.69,4.7,4.9,4.8,4.8,4.6,4.6,0.8139,245.37,199.71,0,0,1,0,0,1,514456,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19.47
80.8,17,1,43.6671,-79.4521,2,1,1,1.0,28,87,0,52,4.69,4.7,4.9,4.8,4.8,4.6,4.6,0.8318,246.97,205.43,0,0,1,0,1,0,584440,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22.215
72.6,17,1,43.6671,-79.4521,2,1,1,1.0,28,87,0,52,4.69,4.7,4.9,4.8,4.8,4.6,4.6,0.861,258.37,222.46,0,0,1,0,1,3,480120,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21.435000000000002
64.1,17,1,43.6671,-79.4521,2,1,1,1.0,28,87,0,52,4.69,4.7,4.9,4.8,4.8,4.6,4.6,0.8008,283.12,226.73,0,0,0,1,1,1,411833,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.47
59.7,17,1,43.6671,-79.4521,2,1,1,1.0,28,87,0,52,4.69,4.7,4.9,4.8,4.8,4.6,4.6,0.7933,270.71,214.76,0,0,0,1,1,0,381184,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10.535
62.8,17,1,43.6671,-79.4521,2,1,1,1.0,28,87,0,52,4.69,4.7,4.9,4.8,4.8,4.6,4.6,0.7303,253.67,185.26,0,0,0,1,1,0,259534,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.164999999999999
60.6,17,1,43.6671,-79.4521,2,1,1,1.0,28,87,0,52,4.69,4.7,4.9,4.8,4.8,4.6,4.6,0.5968,207.67,123.94,1,0,0,0,2,1,346898,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.11
92.6,25,1,43.6608,-79.3863,4,1,2,1.0,28,84,21,575,4.93,5.0,4.9,5.0,5.0,4.9,4.9,0.6638,204.04,135.44,1,0,0,0,1,0,197392,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.925
87.4,25,1,43.6608,-79.3863,4,1,2,1.0,28,84,21,575,4.93,5.0,4.9,5.0,5.0,4.9,4.9,0.6805,226.44,154.1,0,1,0,0,0,0,251406,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7699999999999998
80.5,25,1,43.6608,-79.3863,4,1,2,1.0,28,84,21,575,4.93,5.0,4.9,5.0,5.0,4.9,4.9,0.7364,223.71,164.75,0,1,0,0,1,0,322508,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.04
97.0,25,1,43.6608,-79.3863,4,1,2,1.0,28,84,21,575,4.93,5.0,4.9,5.0,5.0,4.9,4.9,0.7797,242.83,189.35,0,1,0,0,1,0,384863,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.889999999999999
173.3,25,1,43.6608,-79.3863,4,1,2,1.0,28,84,21,575,4.93,5.0,4.9,5.0,5.0,4.9,4.9,0.8139,245.37,199.71,0,0,1,0,0,1,514456,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.47
198.9,25,1,43.6608,-79.3863,4,1,2,1.0,28,84,21,575,4.93,5.0,4.9,5.0,5.0,4.9,4.9,0.8318,246.97,205.43,0,0,1,0,1,0,584440,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.215
247.6,25,1,43.6608,-79.3863,4,1,2,1.0,28,84,21,575,4.93,5.0,4.9,5.0,5.0,4.9,4.9,0.861,258.37,222.46,0,0,1,0,1,3,480120,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.435000000000002
188.1,25,1,43.6608,-79.3863,4,1,2,1.0,28,84,21,575,4.93,5.0,4.9,5.0,5.0,4.9,4.9,0.8008,283.12,226.73,0,0,0,1,1,1,411833,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.47
160.8,25,1,43.6608,-79.3863,4,1,2,1.0,28,84,21,575,4.93,5.0,4.9,5.0,5.0,4.9,4.9,0.7933,270.71,214.76,0,0,0,1,1,0,381184,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.535
93.5,25,1,43.6608,-79.3863,4,1,2,1.0,28,84,21,575,4.93,5.0,4.9,5.0,5.0,4.9,4.9,0.7303,253.67,185.26,0,0,0,1,1,0,259534,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.164999999999999
102.8,25,1,43.6608,-79.3863,4,1,2,1.0,28,84,21,575,4.93,5.0,4.9,5.0,5.0,4.9,4.9,0.5968,207.67,123.94,1,0,0,0,2,1,346898,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.11
235.5,49,1,43.6648,-79.3697,4,2,3,1.0,5,88,0,129,4.94,4.9,5.0,5.0,5.0,4.9,4.8,0.6638,204.04,135.44,1,0,0,0,1,0,197392,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3.925
220.7,49,1,43.6648,-79.3697,4,2,3,1.0,5,88,0,129,4.94,4.9,5.0,5.0,5.0,4.9,4.8,0.6805,226.44,154.1,0,1,0,0,0,0,251406,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7699999999999998
227.9,49,1,43.6648,-79.3697,4,2,3,1.0,5,88,0,129,4.94,4.9,5.0,5.0,5.0,4.9,4.8,0.7364,223.71,164.75,0,1,0,0,1,0,322508,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.04
235.0,49,1,43.6648,-79.3697,4,2,3,1.0,5,88,0,129,4.94,4.9,5.0,5.0,5.0,4.9,4.8,0.7797,242.83,189.35,0,1,0,0,1,0,384863,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.889999999999999
246.6,49,1,43.6648,-79.3697,4,2,3,1.0,5,88,0,129,4.94,4.9,5.0,5.0,5.0,4.9,4.8,0.8139,245.37,199.71,0,0,1,0,0,1,514456,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19.47
255.5,49,1,43.6648,-79.3697,4,2,3,1.0,5,88,0,129,4.94,4.9,5.0,5.0,5.0,4.9,4.8,0.8318,246.97,205.43,0,0,1,0,1,0,584440,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22.215
261.9,49,1,43.6648,-79.3697,4,2,3,1.0,5,88,0,129,4.94,4.9,5.0,5.0,5.0,4.9,4.8,0.861,258.37,222.46,0,0,1,0,1,3,480120,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21.435000000000002
277.2,49,1,43.6648,-79.3697,4,2,3,1.0,5,88,0,129,4.94,4.9,5.0,5.0,5.0,4.9,4.8,0.8008,283.12,226.73,0,0,0,1,1,1,411833,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17.47
263.2,49,1,43.6648,-79.3697,4,2,3,1.0,5,88,0,129,4.94,4.9,5.0,5.0,5.0,4.9,4.8,0.7933,270.71,214.76,0,0,0,1,1,0,381184,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10.535
264.3,49,1,43.6648,-79.3697,4,2,3,1.0,5,88,0,129,4.94,4.9,5.0,5.0,5.0,4.9,4.8,0.7303,253.67,185.26,0,0,0,1,1,0,259534,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.164999999999999
243.3,49,1,43.6648,-79.3697,4,2,3,1.0,5,88,0,129,4.94,4.9,5.0,5.0,5.0,4.9,4.8,0.5968,207.67,123.94,1,0,0,0,2,1,346898,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.11
135.2,9,1,43.6469,-79.4257,2,1,1,1.0,5,0,0,28,4.86,4.9,5.0,4.9,5.0,5.0,4.9,0.6638,204.04,135.44,1,0,0,0,1,0,197392,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.925
128.7,9,1,43.6469,-79.4257,2,1,1,1.0,5,0,0,28,4.86,4.9,5.0,4.9,5.0,5.0,4.9,0.6805,226.44,154.1,0,1,0,0,0,0,251406,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7699999999999998
122.2,9,1,43.6469,-79.4257,2,1,1,1.0,5,0,0,28,4.86,4.9,5.0,4.9,5.0,5.0,4.9,0.7364,223.71,164.75,0,1,0,0,1,0,322508,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.04
123.4,9,1,43.6469,-79.4257,2,1,1,1.0,5,0,0,28,4.86,4.9,5.0,4.9,5.0,5.0,4.9,0.7797,242.83,189.35,0,1,0,0,1,0,384863,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.889999999999999
122.4,9,1,43.6469,-79.4257,2,1,1,1.0,5,0,0,28,4.86,4.9,5.0,4.9,5.0,5.0,4.9,0.8139,245.37,199.71,0,0,1,0,0,1,514456,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.47
124.8,9,1,43.6469,-79.4257,2,1,1,1.0,5,0,0,28,4.86,4.9,5.0,4.9,5.0,5.0,4.9,0.8318,246.97,205.43,0,0,1,0,1,0,584440,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.215
125.3,9,1,43.6469,-79.4257,2,1,1,1.0,5,0,0,28,4.86,4.9,5.0,4.9,5.0,5.0,4.9,0.861,258.37,222.46,0,0,1,0,1,3,480120,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.435000000000002
91.1,9,1,43.6469,-79.4257,2,1,1,1.0,5,0,0,28,4.86,4.9,5.0,4.9,5.0,5.0,4.9,0.8008,283.12,226.73,0,0,0,1,1,1,411833,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.47
72.7,9,1,43.6469,-79.4257,2,1,1,1.0,5,0,0,28,4.86,4.9,5.0,4.9,5.0,5.0,4.9,0.7933,270.71,214.76,0,0,0,1,1,0,381184,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.535
71.6,9,1,43.6469,-79.4257,2,1,1,1.0,5,0,0,28,4.86,4.9,5.0,4.9,5.0,5.0,4.9,0.7303,253.67,185.26,0,0,0,1,1,0,259534,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.164999999999999
75.2,9,1,43.6469,-79.4257,2,1,1,1.0,5,0,0,28,4.86,4.9,5.0,4.9,5.0,5.0,4.9,0.5968,207.67,123.94,1,0,0,0,2,1,346898,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.11
120.8,13,0,43.6418,-79.3817,4,2,2,2.0,28,0,0,9,4.78,4.8,4.6,4.8,4.6,4.9,4.8,0.6638,204.04,135.44,1,0,0,0,1,0,197392,2,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.925
123.5,13,0,43.6418,-79.3817,4,2,2,2.0,28,0,0,9,4.78,4.8,4.6,4.8,4.6,4.9,4.8,0.6805,226.44,154.1,0,1,0,0,0,0,251406,3,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7699999999999998
125.4,13,0,43.6418,-79.3817,4,2,2,2.0,28,0,0,9,4.78,4.8,4.6,4.8,4.6,4.9,4.8,0.7364,223.71,164.75,0,1,0,0,1,0,322508,4,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.04
129.1,13,0,43.6418,-79.3817,4,2,2,2.0,28,0,0,9,4.78,4.8,4.6,4.8,4.6,4.9,4.8,0.7797,242.83,189.35,0,1,0,0,1,0,384863,5,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.889999999999999
125.7,13,0,43.6418,-79.3817,4,2,2,2.0,28,0,0,9,4.78,4.8,4.6,4.8,4.6,4.9,4.8,0.8139,245.37,199.71,0,0,1,0,0,1,514456,6,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.47
131.1,13,0,43.6418,-79.3817,4,2,2,2.0,28,0,0,9,4.78,4.8,4.6,4.8,4.6,4.9,4.8,0.8318,246.97,205.43,0,0,1,0,1,0,584440,7,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.215
127.9,13,0,43.6418,-79.3817,4,2,2,2.0,28,0,0,9,4.78,4.8,4.6,4.8,4.6,4.9,4.8,0.861,258.37,222.46,0,0,1,0,1,3,480120,8,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.435000000000002
105.1,13,0,43.6418,-79.3817,4,2,2,2.0,28,0,0,9,4.78,4.8,4.6,4.8,4.6,4.9,4.8,0.8008,283.12,226.73,0,0,0,1,1,1,411833,9,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.47
109.1,13,0,43.6418,-79.3817,4,2,2,2.0,28,0,0,9,4.78,4.8,4.6,4.8,4.6,4.9,4.8,0.7933,270.71,214.76,0,0,0,1,1,0,381184,10,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.535
100.4,13,0,43.6418,-79.3817,4,2,2,2.0,28,0,0,9,4.78,4.8,4.6,4.8,4.6,4.9,4.8,0.7303,253.67,185.26,0,0,0,1,1,0,259534,11,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.164999999999999
88.2,13,0,43.6418,-79.3817,4,2,2,2.0,28,0,0,9,4.78,4.8,4.6,4.8,4.6,4.9,4.8,0.5968,207.67,123.94,1,0,0,0,2,1,346898,12,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.11
22.6,6,1,43.7205,-79.3352,1,1,1,0.0,28,21,0,45,4.23,4.6,4.7,4.0,4.5,4.4,4.4,0.6638,204.04,135.44,1,0,0,0,1,0,197392,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-3.925
21.7,6,1,43.7205,-79.3352,1,1,1,0.0,28,21,0,45,4.23,4.6,4.7,4.0,4.5,4.4,4.4,0.6805,226.44,154.1,0,1,0,0,0,0,251406,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.7699999999999998
